Architect|Borough|DateDesignated|LPCId|LPNumber|Name|ObjectType|PhotoStatus|PhotoURL|Street|Style
Schwartz & Gross|Manhattan|6/15/1993|1862|LP-01862|555 Edgecome Avenue Apartments (Roger Morris Apartments)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1862.jpg|551 Edgecombe Avenue|N/A
Francis H. Kimball|Manhattan|6/17/1997|1863|LP-01863|Fire Engine Company No. 84 and Hook & Ladder Company|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1863.jpg|511 West 161 Street|Beaux Arts
Carrere & Hastings|Staten Island|5/16/1995|1867|LP-01867|New York Public Library, Tottenville Branch|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1867.jpg|7448 Brighton Street|Classical Revival
Unknown|Staten Island|5/16/1995|1868|LP-01868|Westfield Township District School No. 5|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1868.jpg|58 Brighton Street|Neo-Grec
Unknown|Staten Island|7/26/1994|1870|LP-01870|Kreischerville Workers' Houses, 71-73 Kreischer Street|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1870.jpg|71 Kreischer Street; 73 Kreischer Street; 73 Rear Kreischer Street|N/A
Unknown|Staten Island|7/26/1994|1871|LP-01871|Kreischerville Workers' Houses, 75-77 Kreischer Street|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1871.jpg|75 Kreischer Street; 77 Garage Kreischer Street; 77 Kreischer Street|N/A
Unknown|Staten Island|7/26/1994|1872|LP-01872|Kreischerville Workers' Houses, 81-83 Kreischer Street|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1872.jpg|81 Kreischer Street; 83 Kreischer Street|N/A
Unknown|Staten Island|7/26/1994|1873|LP-01873|Kreischerville Workers' Houses, 85-87 Kreischer Street|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1873.jpg|85 Kreischer Street; 87 Kreischer Street|N/A
Hugh Kafka|Staten Island|7/26/1994|1875|LP-01875|St. Peter's German Evangelical Church at Kreischerville (now Free Magyar Reformed Church), Parish Hall and Rectory|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1875.jpg|19|simple wood frame
Unknown|Staten Island|5/16/1995|1876|LP-01876|Westfield Township District School No. 7|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1876.jpg|4212 Arthur Kill Road|N/A
Edward A. Sargent|Staten Island|11/19/1996|1877|LP-01877|Public School 15 (Daniel D. Tompkins School)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1877.jpg|98 Grant Street|Queen Anne
Unknown|Staten Island|7/19/1994|1883|LP-01883|St. George/New Brighton Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1883.jpg||N/A
Unknown|Manhattan|7/19/1994|1884|LP-01884|Seventh Regiment Armory|Interior Landmark|FALSE||641 Park Avenue|N/A
Frederick Clarke Withers|Bronx|4/5/1994|1886|LP-01886|Van Schaick Free Reading Room/Huntington Free Library|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1886.jpg|5 Lane Avenue|N/A
Dwight James Baum|Bronx|11/16/1993|1887|LP-01887|Anthony Campagna Estate|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1887.jpg|640 West 249 Street|Tuscan villa
Heins & La Farge, Henry D. Whitfield (one building only)|Bronx|6/20/2000|1888|LP-01888|Baird (now Astor) Court, New York Zoological Park|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1888.jpg|2300 Southern Boulevard|Neoclassical
Halsey McCormack & Helmer, Adolph L. Muller|Bronx|7/19/1994|1889|LP-01889|Dollar Savings Bank (now Emmigrant Savings Bank)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1889.jpg|2518 Grand Concourse|Modern Classical
Halsey McCormack & Helmer, Adolph L. Muller|Bronx|7/19/1994|1890|LP-01890|Dollar Savings Bank (now Emmigrant Savings Bank) (Interior)|Interior Landmark|FALSE||2518 Grand Concourse|Modern Classical
John Eberson|Bronx|4/15/1997|1891|LP-01891|Loew's Paradise Theater|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1891.jpg|2405-2419 Grand Concourse|Italian-Baroque
Charles Brigham|Bronx|6/24/1997|1892|LP-01892|Messiah Home for Children|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1892.jpg|1771 Andrews Avenue South|N/A
C.B.J. Snyder|Bronx|9/19/1995|1895|LP-01895|Public School 27|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1895.jpg|519 St Ann'S Avenue|Dutch Colonial, English Colonial
Unknown|Bronx|4/5/1994|1898|LP-01898|Clay Avenue Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1898.jpg||N/A
Unknown|Bronx|4/5/1994|1899|LP-01899|Mott Haven East Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1899.jpg||N/A
Unknown|Bronx|4/5/1994|1900|LP-01900|Bertine Block Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1900.jpg||N/A
Unknown|Manhattan|2/25/1993|1901|LP-01901|African Burial Ground & The Commons Historic District|Historic District|FALSE|||N/A
Unknown|Manhattan|11/16/1993|1902|LP-01902|Ellis Island Historic District|Historic District|FALSE|||N/A
William A Boring and Edward L Tilton, James Knox Taylor|Manhattan|11/16/1993|1903|LP-01903|Ellis Island, Main Building (Interior)|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1903.jpg|1 Ellis Island|Beaux-Arts
Warren & Wetmore|Manhattan|4/5/1994|1904|LP-01904|Della Robbia Bar|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1904.jpg|4 Park Avenue|N/A
York & Sawyer|Brooklyn|6/25/1996|1905|LP-01905|Brooklyn Trust Company (now Chemical Bank) Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1905.jpg|177 Montague Street|Italian Renaissance Palazzo
York & Sawyer|Brooklyn|6/25/1996|1906|LP-01906|Brooklyn Trust Company Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1906.jpg|177 Montague Street|Roman and Italian Renaissance
Mowbray & Uffinger|Brooklyn|7/19/1994|1907|LP-01907|Dime Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1907.jpg|9 De Kalb Avenue|Classical Revival
Mowbray & Uffinger|Brooklyn|7/19/1994|1908|LP-01908|Dime Savings Bank|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1908.jpg|9 De Kalb Avenue|Classical Revival
Halsey McCormack & Helmer|Brooklyn|6/25/1996|1909|LP-01909|Williamsburgh Savings Bank (Hanson Place), Interior|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1909.jpg|1 Hanson Place|Neo-Romanesque
George B. Post|Brooklyn|6/25/1996|1910|LP-01910|Williamsburgh Savings Bank (Broadway)|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1910.jpg|175 Broadway|Neo-Grec, Neo-Renaissance
McKim, Mead & White; Stanford White|Manhattan|8/23/1994|1911|LP-01911|Bowery Savings Bank|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1911.jpg|130 Bowery|Roman Classical
York & Sawyer; William Louis Ayres|Manhattan|9/17/1996|1912|LP-01912|Bowery Savings Bank Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1912.jpg|110 East 42Nd Street|Italian Romanesque
York & Sawyer; William Louis Ayres|Manhattan|9/17/1996|1913|LP-01913|Bowery Savings Bank Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1913.jpg|110 East 42Nd Street|Italian Romanesque
William C. Frohne|Manhattan|7/19/1994|1914|LP-01914|Bohemian National Hall|Individual Landmark|FALSE||325 East 73 Street|Renaissance
Eero Saarinen & Associates, Kevin Roche|Queens|7/19/1994|1915|LP-01915|Trans World Airlines (TWA) Flight Center|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1915.jpg|154-68 Brookville Boulevard|Expressionistic Modern
Eero Saarinen & Associates, Kevin Roche|Queens|7/19/1994|1916|LP-01916|Trans World Airlines (TWA) Flight Center|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1916.jpg|154-68 Brookville Boulevard|Expressionistic Modern
Joseph Urban, Mayer Whittlesey & Glass|Manhattan|6/3/1997|1917|LP-01917|New School for Social Research|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1917.jpg|66 West 12 Street|N/A
Skidmore Owings & Merrill with Gordon Bunschaft and Natalie de Blois|Manhattan|6/20/1995|1920|LP-01920|(Former) Pepsi-Cola Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1920.jpg|500 Park Avenue|International Style
Unknown|Queens|3/21/1995|1923|LP-01923|Adrian and Ann Wyckoff Onderdonk House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1923.jpg|18-20 Onderdonk Avenue|Dutch Colonial
Unknown|Queens|3/21/1995|1924|LP-01924|Lewis H. Latimer House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1924.jpg|138-10 32 Avenue|Queen Anne
Unknown|Queens|5/16/1995|1925|LP-01925|The Unisphere (with Surrounding Pool and Fountains)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1925.jpg|Horace Harding Expwy|N/A
Walter B. Chambers|Manhattan|9/19/1995|1926|LP-01926|International Mercantile Marine Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1926.jpg|1 Broadway|Neoclassical
W. & G. Audsley|Manhattan|9/19/1995|1927|LP-01927|Bowling Green Offices Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1927.jpg|5-11 Broadway|Hellenic Renaissance
Benjamin Wistar Morris; Carrere & Hastings (consulting)|Manhattan|9/19/1995|1928|LP-01928|Cunard Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1928.jpg|25 Broadway|Renaissance
Benjamin Wistar Morris; Carrere & Hastings (consulting)|Manhattan|9/19/1995|1929|LP-01929|Cunard Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1929.jpg|25 Broadway|Renaissance
Carrere & Hastings; Shreve Lamb & Blake|Manhattan|9/19/1995|1930|LP-01930|Standard Oil Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1930.jpg|26 Broadway|Renaissance
Parfitt Brothers|Brooklyn|10/19/1995|1931|LP-01931|Engine Company 252|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1931.jpg|617 Central Avenue|Flemish Revival
James L. Aspinwall; Renwick, Aspinwall & Tucker|Manhattan|12/12/1995|1932|LP-01932|American Express Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1932.jpg|65 Broadway|Neoclassical
Kimball & Thompson|Manhattan|6/25/1996|1933|LP-01933|Empire Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1933.jpg|71 Broadway|Neoclassical
Bruce Price|Manhattan|6/24/1997|1934|LP-01934|American Surety Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1934.jpg|100 Broadway|Neo Renaissance
Ernest Graham & Associates; Pierce Anderson|Manhattan|6/25/1996|1935|LP-01935|Equitable Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1935.jpg|120 Broadway|Beaux Arts
H. Craig Severance; Yasuo Matsui; Shreve & Lamb|Manhattan|12/12/1995|1936|LP-01936|Manhattan Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1936.jpg|40 Wall Street|French Gothic
Arthur D. Gilman|Manhattan|11/21/1995|1937|LP-01937|Bennett Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1937.jpg|99 Nassau Street|French Second Empire
Unknown|Manhattan|6/25/1996|1938|LP-01938|Stone Street Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1938.jpg||N/A
Sidney J. Young|Queens|1/30/1996|1939|LP-01939|First Reformed Church of Jamaica|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1939.jpg|153-10 Jamaica Avenue|Early Romanesque Revival
Unknown|Queens|1/30/1996|1940|LP-01940|La Casina, also known as La Casino|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1940.jpg|90-33 160 Street|Streamlined Moderne
Corss & Cross|Manhattan|6/25/1996|1941|LP-01941|City Bank-Farmers Trust Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1941.jpg|20 Exchange Place|Modern Classic
Clinton & Russell|Manhattan|2/13/1996|1942|LP-01942|Beaver Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1942.jpg|82-92 Beaver Street/1 Wall Street Court|Neoclassical
Francis H. Kimball; Julian C. Levi|Manhattan|2/13/1996|1943|LP-01943|J. & W. Seligman & Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1943.jpg|1 William Street|Beaux Arts
James Brown Lord|Manhattan|2/13/1996|1944|LP-01944|Delmonico's Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1944.jpg|56 Beaver Street|Renaissance Revival
Henry Bacon|Manhattan|2/13/1996|1945|LP-01945|Union Square Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1945.jpg|20 Union Square East|N/A
Unknown|Manhattan|6/18/1996|1946|LP-01946|Governors Island Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1946.jpg|1 Governors Island|N/A
Joseph Wolf|Manhattan|9/17/1996|1947|LP-01947|Manhasset Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1947.jpg|301 West 108 Street|Beaux Arts
Norris G. Starkweather|Manhattan|9/17/1996|1948|LP-01948|Potter Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1948.jpg|38 Park Row|Queen Anne; Neo Grec
Trowbridge & Livingstone|Manhattan|1/14/1997|1949|LP-01949|Bankers Trust Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1949.jpg|14 Wall Street|Classical Revival
Charles C. Haight|Manhattan|2/11/1997|1950|LP-01950|Down Town Association Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1950.jpg|60 Pine Street|Romanesque Revival
Oswald Wirz|Manhattan|2/11/1997|1951|LP-01951|56-58 Pine Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1951.jpg|56-58 Pine Street|Romanesque Revival
Unknown|Brooklyn|1/14/1997|1952|LP-01952|Vinegar Hill Historic District|Historic District|FALSE|||N/A
Ralph S. Townsend|Manhattan|6/17/1997|1953|LP-01953|George S. Bowdoin Stable|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1953.jpg|149 East 38Th Street|Dutch Renaissance Revival
Charles E. Hadden|Manhattan|6/17/1997|1954|LP-01954|Jonathan W. Allen Stable|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1954.jpg|148 East 40Th Street|Second Empire
Kirby, Petit & Green|Manhattan|6/24/1997|1955|LP-01955|American Bank Note Company Office Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1955.jpg|70 Broad Street|Neoclassical
Unknown|Queens|3/18/1997|1956|LP-01956|Moore-Jackson Cemetery|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1956.jpg|54 Street|N/A
Unknown|Queens|6/24/1997|1957|LP-01957|Douglaston Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1957.jpg||N/A
C. B. J. Snyder|Manhattan|5/20/1997|1958|LP-01958|Stuyvesant High School|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1958.jpg|345 East 15Th Street|Beaux Arts; Secessionist
Weber & Drosser|Manhattan|6/24/1997|1959|LP-01959|Scheffel Hall|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1959.jpg|190 Third Avenue|N/A
Alfred E. Badt|Manhattan|5/20/1997|1960|LP-01960|Pike Street Synagogue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1960.jpg|13 Pike Street|N/A
Unknown|NA|6/17/1997|1961|LP-01961|Historic Street Lampposts|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1961.jpg||Bishops crook
Napoleon Le Brun & Sons|Manhattan|6/17/1997|1962|LP-01962|Fire Engine Company No. 47|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1962.jpg|500 West 113 Street|Romanesque Revival, Neoclassical
Alfred Morton Githens and Francis Keally|Brooklyn|6/17/1997|1963|LP-01963|Brooklyn Public Library, Central Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1963.jpg|415 Flatbush Avenue|Modern Classical, Art Deco
Parfitt Brothers|Brooklyn|9/16/1997|1964|LP-01964|John and Elizabeth Truslow House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1964.jpg|96 Brooklyn Avenue|N/A
William A. Mundell|Brooklyn|4/14/1998|1965|LP-01965|Fourteenth Regiment Armory|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1965.jpg|1402 8 Avenue|Castellated
Unknown|Brooklyn|8/3/1999|1966|LP-01966|Bennet-Farrell-Feldman House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1966.jpg|119 95 Street|Greek Revival
Silliman & Farnsworth|Manhattan|2/10/1998|1967|LP-01967|Temple Court Building and Annex|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1967.jpg|3-9 Beekman Street|Eclectic
Skidmore, Owings & Merrill; Gordon Bunschaft|Manhattan|10/21/1997|1968|LP-01968|Manufactures Trust Company Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1968.jpg|510 Fifth Avenue|European Modernism
Eero Saarinen Assocates; Kevin Roche John Dinkeloo Associates|Manhattan|10/21/1997|1969|LP-01969|Ford Foundation Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1969.jpg|321 East 42Nd Street|Modern
Eero Saarinen Associates; Kevin Roche John Dinkeloo Associates|Manhattan|10/21/1997|1970|LP-01970|Ford Foundation Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1970.jpg|321 East  42Nd Street|Modern
Eero Saarinen & Associates; Kevin Roche; John Dinkeloo|Manhattan|10/21/1997|1971|LP-01971|CBS Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1971.jpg|51 West 52Nd Street|Modern
John Mead Howells|Manhattan|2/3/1998|1972|LP-01972|Panhellenic Tower|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1972.jpg|3 Mitchell Place|Art Deco
Architectural Bureau of the National Council of the YMCA with James C. Mackenzie Jr.|Manhattan|2/10/1998|1973|LP-01973|YMCA Building, 135th Street Branch|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1973.jpg|180 West 135 Street|Neo-Georgian
James W. Naughton|Brooklyn|6/25/2002|1975|LP-01975|Public School 116 (The Elizabeth Farrell School)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1975.jpg|501 Knickerbocker Avenue|N/A
Unknown|Manhattan|6/30/1998|1976|LP-01976|East 17th Street/Irving Place Historic District|Historic District|FALSE|||N/A
Samuel B. Leonard|Brooklyn|1/13/1998|1977|LP-01977|(Former) Colored School No. 3|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1977.jpg|270 Union Avenue|Romanesque Revival
Unknown|Brooklyn|1/13/1998|1978|LP-01978|New Utrecht Reformed Dutch Church Cemetery|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1978.jpg|8523 16 Avenue|N/A
Isaiah Rogers|Manhattan|1/12/1999|1979|LP-01979|National City Bank Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1979.jpg|55 Wall Street|N/A
Walker & Gillette|Manhattan|2/10/1998|1980|LP-01980|(Former) East River Savings Bank|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1980.jpg|743 Amsterdam Avenue|Neoclassical
Theodore E. Blake with Carrere & Hastings (church, 1908-1909), George Keister (Sunday school)|Manhattan|5/19/1998|1981|LP-01981|St. Mary's Protestant Episcopal Church (Manhattanville), Parish House, and Sunday School|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1981.jpg|517-523 West 126 Street; 521 West 126 Street|Neo-Gothic
Raymond M. Hood|Manhattan|3/10/1998|1982|LP-01982|Daily News Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1982.jpg|220 East 42Nd Street|Art Deco
Henry J. Hardenbergh|Manhattan|5/5/1998|1983|LP-01983|Hotel Martinique|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1983.jpg|1260 Broadway|French Renaissance
Cass Gilbert|Manhattan|5/19/1998|1984|LP-01984|West Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1984.jpg|90 West Street And 140 Cedar Street|Neo Gothic
Unknown|Manhattan|5/5/1998|1985|LP-01985|Hardenbergh / Rhinelander Historic District|Historic District|FALSE|||N/A
Parfitt Brothers|Brooklyn|9/15/1998|1986|LP-01986|Fire Engine Company 253|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1986.jpg|2425 86 Street|Dutch Renaissance Revival
R. H. Robertson|Manhattan|10/13/1998|1987|LP-01987|Fire Engine Company 55|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1987.jpg|363 Broome Street|Romanesque Revival, Beaux Arts
Napoleon LeBrun & Son|Manhattan|6/16/1998|1988|LP-01988|Fire Engine Company 39 and Ladder Company 16 Station House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1988.jpg|157 East 67 Street|Romanesque
